as_of_date,published_at,money_basis,valuation_usd_bn,investment_usd_bn,round_name,source_name,source_url,is_official,evidence_text,status,content_hash
2026-02-12,2026-02-12,post_money,380,30,Series G,Anthropic,https://www.anthropic.com/news/anthropic-raises-30-billion-series-g-funding-380-billion-post-money-valuation,1,"We have raised $30 billion in Series G funding led by GIC and Coatue, valuing Anthropic at $380 billion post-money.",confirmed,
